gene	len_aa	Pfam	R	KO
pmm:PMM1234	343	ADH_zinc_N ADH_N Glu_dehyd_C ADH_zinc_N_2 PglD_N	R05233	K00121
pmm:PMM1234	343	ADH_zinc_N ADH_N Glu_dehyd_C ADH_zinc_N_2 PglD_N	R05234	K00121
pmm:PMM1234	343	ADH_zinc_N ADH_N Glu_dehyd_C ADH_zinc_N_2 PglD_N	R06917	K00121
pmm:PMM1234	343	ADH_zinc_N ADH_N Glu_dehyd_C ADH_zinc_N_2 PglD_N	R06927	K00121
pmm:PMM1234	343	ADH_zinc_N ADH_N Glu_dehyd_C ADH_zinc_N_2 PglD_N	R06983	K00121
pmm:PMM1234	343	ADH_zinc_N ADH_N Glu_dehyd_C ADH_zinc_N_2 PglD_N	R07105	K00121
pmm:PMM1234	343	ADH_zinc_N ADH_N Glu_dehyd_C ADH_zinc_N_2 PglD_N	R08281	K00121
pmm:PMM1234	343	ADH_zinc_N ADH_N Glu_dehyd_C ADH_zinc_N_2 PglD_N	R08306	K00121
pmm:PMM1234	343	ADH_zinc_N ADH_N Glu_dehyd_C ADH_zinc_N_2 PglD_N	R08310	K00121
pmm:PMM1235	276	Transketolase_N DXP_synthase_N TPP_enzyme_C E1_dh	R01067	K00615
pmm:PMM1235	276	Transketolase_N DXP_synthase_N TPP_enzyme_C E1_dh	R01641	K00615
pmm:PMM1235	276	Transketolase_N DXP_synthase_N TPP_enzyme_C E1_dh	R01830	K00615
pmm:PMM1235	276	Transketolase_N DXP_synthase_N TPP_enzyme_C E1_dh	R06590	K00615
pmm:PMM1236	305	Transket_pyr Transketolase_C PFOR_II	R01067	K00615
pmm:PMM1236	305	Transket_pyr Transketolase_C PFOR_II	R01641	K00615
pmm:PMM1236	305	Transket_pyr Transketolase_C PFOR_II	R01830	K00615
pmm:PMM1236	305	Transket_pyr Transketolase_C PFOR_II	R06590	K00615
pmm:PMM1257	329	GDP_Man_Dehyd Epimerase	R06513	K01710
pmm:PMM1260	311	GDP_Man_Dehyd Epimerase 3Beta_HSD NAD_binding_4 Polysacc_synt_2 KR RmlD_sub_bind	R06513	K01710
pmm:PMM1261	474	UDPG_MGDP_dh_N UDPG_MGDP_dh_C UDPG_MGDP_dh NAD_binding_2 Sacchrp_dh_NADP 3HCDH_N DWNN	R00286	K00012
pmm:PMM1263	308	OTCace OTCace_N	R01398	K00611
pmm:PMM1265	362	RibD_C dCMP_cyt_deam_1 Inv-AAD MafB19-deam APOBEC_N	R03458	K11752
pmm:PMM1265	362	RibD_C dCMP_cyt_deam_1 Inv-AAD MafB19-deam APOBEC_N	R03459	K11752
pmm:PMM1268	426	TP_methylase MTS Methyltransf_18 Cons_hypoth95	R05149	K00595
pmm:PMM1269	302	NAD_kinase DAGK_cat Ndr	R00104	K00858
pmm:PMM1270	335	tRNA-synt_2d Phe_tRNA-synt_N tRNA_synthFbeta	R03660	K01889
pmm:PMM1271	269	SurE Glyco_transf_4 Glyco_trans_4_2	R00183	K03787
pmm:PMM1271	269	SurE Glyco_transf_4 Glyco_trans_4_2	R00511	K03787
pmm:PMM1271	269	SurE Glyco_transf_4 Glyco_trans_4_2	R00963	K03787
pmm:PMM1271	269	SurE Glyco_transf_4 Glyco_trans_4_2	R01126	K03787
pmm:PMM1271	269	SurE Glyco_transf_4 Glyco_trans_4_2	R01227	K03787
pmm:PMM1271	269	SurE Glyco_transf_4 Glyco_trans_4_2	R01569	K03787
pmm:PMM1271	269	SurE Glyco_transf_4 Glyco_trans_4_2	R01664	K03787
pmm:PMM1271	269	SurE Glyco_transf_4 Glyco_trans_4_2	R01968	K03787
pmm:PMM1271	269	SurE Glyco_transf_4 Glyco_trans_4_2	R02088	K03787
pmm:PMM1271	269	SurE Glyco_transf_4 Glyco_trans_4_2	R02102	K03787
pmm:PMM1271	269	SurE Glyco_transf_4 Glyco_trans_4_2	R02323	K03787
pmm:PMM1271	269	SurE Glyco_transf_4 Glyco_trans_4_2	R02719	K03787
pmm:PMM1271	269	SurE Glyco_transf_4 Glyco_trans_4_2	R03346	K03787
pmm:PMM1273	307	FAD_syn Flavokinase CTP_transf_like Citrate_ly_lig L27_N	R00161	K11753
pmm:PMM1273	307	FAD_syn Flavokinase CTP_transf_like Citrate_ly_lig L27_N	R00549	K11753
pmm:PMM1274	351	TMP-TENI ThiD2 His_biosynth	R03223	K00788
pmm:PMM1274	351	TMP-TENI ThiD2 His_biosynth	R10712	K00788
pmm:PMM1278	218	AIRC	R12017	K06898
pmm:PMM1280	407	YgbB tRNA_m1G_MT	R00597	K00554
pmm:PMM1280	407	YgbB tRNA_m1G_MT	R05637	K01770
pmm:PMM1288	345	E1_dh TPP_enzyme_C Transketolase_N DXP_synthase_N	R00014	K00161
pmm:PMM1288	345	E1_dh TPP_enzyme_C Transketolase_N DXP_synthase_N	R00209	K00161
pmm:PMM1288	345	E1_dh TPP_enzyme_C Transketolase_N DXP_synthase_N	R01699	K00161
pmm:PMM1288	345	E1_dh TPP_enzyme_C Transketolase_N DXP_synthase_N	R03270	K00161
pmm:PMM1291	390	tRNA_Me_trans NAD_synthase QueC ThiI	R08700	K00566
pmm:PMM1297	295	IGPS His_biosynth	R03508	K01609
pmm:PMM1298	479	Pyr_redox_2 Pyr_redox_dim Pyr_redox GIDA FAD_binding_2 K_oxygenase 3HCDH_N NAD_binding_8 Pyr_redox_3 FAD_oxidored UDPG_MGDP_dh_N Thi4 HI0933_like Lycopene_cycl DAO AlaDh_PNT_C 2-Hacid_dh_C PRONE	R00209	K00382
pmm:PMM1298	479	Pyr_redox_2 Pyr_redox_dim Pyr_redox GIDA FAD_binding_2 K_oxygenase 3HCDH_N NAD_binding_8 Pyr_redox_3 FAD_oxidored UDPG_MGDP_dh_N Thi4 HI0933_like Lycopene_cycl DAO AlaDh_PNT_C 2-Hacid_dh_C PRONE	R01221	K00382
pmm:PMM1298	479	Pyr_redox_2 Pyr_redox_dim Pyr_redox GIDA FAD_binding_2 K_oxygenase 3HCDH_N NAD_binding_8 Pyr_redox_3 FAD_oxidored UDPG_MGDP_dh_N Thi4 HI0933_like Lycopene_cycl DAO AlaDh_PNT_C 2-Hacid_dh_C PRONE	R01698	K00382
pmm:PMM1298	479	Pyr_redox_2 Pyr_redox_dim Pyr_redox GIDA FAD_binding_2 K_oxygenase 3HCDH_N NAD_binding_8 Pyr_redox_3 FAD_oxidored UDPG_MGDP_dh_N Thi4 HI0933_like Lycopene_cycl DAO AlaDh_PNT_C 2-Hacid_dh_C PRONE	R01933	K00382
pmm:PMM1298	479	Pyr_redox_2 Pyr_redox_dim Pyr_redox GIDA FAD_binding_2 K_oxygenase 3HCDH_N NAD_binding_8 Pyr_redox_3 FAD_oxidored UDPG_MGDP_dh_N Thi4 HI0933_like Lycopene_cycl DAO AlaDh_PNT_C 2-Hacid_dh_C PRONE	R03815	K00382
pmm:PMM1298	479	Pyr_redox_2 Pyr_redox_dim Pyr_redox GIDA FAD_binding_2 K_oxygenase 3HCDH_N NAD_binding_8 Pyr_redox_3 FAD_oxidored UDPG_MGDP_dh_N Thi4 HI0933_like Lycopene_cycl DAO AlaDh_PNT_C 2-Hacid_dh_C PRONE	R07618	K00382
pmm:PMM1298	479	Pyr_redox_2 Pyr_redox_dim Pyr_redox GIDA FAD_binding_2 K_oxygenase 3HCDH_N NAD_binding_8 Pyr_redox_3 FAD_oxidored UDPG_MGDP_dh_N Thi4 HI0933_like Lycopene_cycl DAO AlaDh_PNT_C 2-Hacid_dh_C PRONE	R08549	K00382
pmm:PMM1300	457	EPSP_synthase DAHP_snth_FXD	R00660	K00790
pmm:PMM1301	417	Aminotran_3 Aminotran_1_2 Beta_elim_lyase	R02283	K00821
pmm:PMM1301	417	Aminotran_3 Aminotran_1_2 Beta_elim_lyase	R04475	K00821
pmm:PMM1302	410	Mur_ligase_M Mur_ligase_C	R00942	K11754
pmm:PMM1302	410	Mur_ligase_M Mur_ligase_C	R02237	K11754
pmm:PMM1302	410	Mur_ligase_M Mur_ligase_C	R04241	K11754
pmm:PMM1304	411	Amidohydro_3 POC3_POC4	R00974	K01485
pmm:PMM1304	411	Amidohydro_3 POC3_POC4	R01411	K01485
pmm:PMM1304	411	Amidohydro_3 POC3_POC4	R02922	K01485
pmm:PMM1305	464	UPF0004 Radical_SAM TRAM Fer4_12 TRAM_2	R10645	K06168
pmm:PMM1305	464	UPF0004 Radical_SAM TRAM Fer4_12 TRAM_2	R10646	K06168
pmm:PMM1305	464	UPF0004 Radical_SAM TRAM Fer4_12 TRAM_2	R10647	K06168
pmm:PMM1306	355	Dala_Dala_lig_C Dala_Dala_lig_N CPSase_L_D2 ATP-grasp ATP-grasp_4 ATP-grasp_3	R01150	K01921
pmm:PMM1310	257	Pantoate_transf PEP_mutase	R01226	K00606
pmm:PMM1315	329	IlvN IlvC 2-Hacid_dh_C F420_oxidored NAD_binding_2 AdoHcyase_NAD CoA_binding Oxidored_nitro ApbA GFO_IDH_MocA	R03051	K00053
pmm:PMM1315	329	IlvN IlvC 2-Hacid_dh_C F420_oxidored NAD_binding_2 AdoHcyase_NAD CoA_binding Oxidored_nitro ApbA GFO_IDH_MocA	R04439	K00053
pmm:PMM1315	329	IlvN IlvC 2-Hacid_dh_C F420_oxidored NAD_binding_2 AdoHcyase_NAD CoA_binding Oxidored_nitro ApbA GFO_IDH_MocA	R04440	K00053
pmm:PMM1315	329	IlvN IlvC 2-Hacid_dh_C F420_oxidored NAD_binding_2 AdoHcyase_NAD CoA_binding Oxidored_nitro ApbA GFO_IDH_MocA	R05068	K00053
pmm:PMM1315	329	IlvN IlvC 2-Hacid_dh_C F420_oxidored NAD_binding_2 AdoHcyase_NAD CoA_binding Oxidored_nitro ApbA GFO_IDH_MocA	R05069	K00053
pmm:PMM1315	329	IlvN IlvC 2-Hacid_dh_C F420_oxidored NAD_binding_2 AdoHcyase_NAD CoA_binding Oxidored_nitro ApbA GFO_IDH_MocA	R05071	K00053
pmm:PMM1316	337	CobD_Cbib SpoVIF	R06529	K02227
pmm:PMM1316	337	CobD_Cbib SpoVIF	R07302	K02227
pmm:PMM1322	677	Alpha-amylase CBM_48 Pur_ac_phosph_N TAFII55_N	R09995	K01214
pmm:PMM1322	677	Alpha-amylase CBM_48 Pur_ac_phosph_N TAFII55_N	R11261	K01214
pmm:PMM1327	198	G3P_acyltransf	R12241	K08591
pmm:PMM1328	239	OMPdecase	R00965	K01591
pmm:PMM1329	412	tRNA-synt_1b S4	R02918	K01866
pmm:PMM1332	491	Peptidase_M17 Peptidase_M17_N	R00899	K01255
pmm:PMM1332	491	Peptidase_M17 Peptidase_M17_N	R04951	K01255
pmm:PMM1334	392	LpxB tRNA_lig_CPD DUF4211 STAT_bind	R04606	K00748
pmm:PMM1335	280	Hexapep Acetyltransf_11 Hexapep_2	R04567	K00677
pmm:PMM1336	152	FabA MaoC_dehydratas 4HBT MaoC_dehydrat_N AfsA	R04428	K02372
pmm:PMM1336	152	FabA MaoC_dehydratas 4HBT MaoC_dehydrat_N AfsA	R04535	K02372
pmm:PMM1336	152	FabA MaoC_dehydratas 4HBT MaoC_dehydrat_N AfsA	R04537	K02372
pmm:PMM1336	152	FabA MaoC_dehydratas 4HBT MaoC_dehydrat_N AfsA	R04544	K02372
pmm:PMM1336	152	FabA MaoC_dehydratas 4HBT MaoC_dehydrat_N AfsA	R04568	K02372
pmm:PMM1336	152	FabA MaoC_dehydratas 4HBT MaoC_dehydrat_N AfsA	R04954	K02372
pmm:PMM1336	152	FabA MaoC_dehydratas 4HBT MaoC_dehydrat_N AfsA	R04965	K02372
pmm:PMM1336	152	FabA MaoC_dehydratas 4HBT MaoC_dehydrat_N AfsA	R07764	K02372
pmm:PMM1336	152	FabA MaoC_dehydratas 4HBT MaoC_dehydrat_N AfsA	R10117	K02372
pmm:PMM1336	152	FabA MaoC_dehydratas 4HBT MaoC_dehydrat_N AfsA	R10121	K02372
pmm:PMM1337	278	LpxC DUF5438	R04587	K02535
pmm:PMM1339	242	SAICAR_synt	R04591	K01923
pmm:PMM1340	445	GARS_A GARS_C GARS_N ATP-grasp_3 ATP-grasp Dala_Dala_lig_C	R04144	K01945
pmm:PMM1354	528	2-Hacid_dh_C 2-Hacid_dh ACT NAD_binding_2 AlaDh_PNT_C YqaJ	R01513	K00058
pmm:PMM1358	183	Pyridox_oxase_2 Putative_PNPOx Pyrid_ox_like Salp15	R00277	K00275
pmm:PMM1358	183	Pyridox_oxase_2 Putative_PNPOx Pyrid_ox_like Salp15	R00278	K00275
pmm:PMM1358	183	Pyridox_oxase_2 Putative_PNPOx Pyrid_ox_like Salp15	R01710	K00275
pmm:PMM1358	183	Pyridox_oxase_2 Putative_PNPOx Pyrid_ox_like Salp15	R01711	K00275
pmm:PMM1361	309	adh_short adh_short_C2 KR GDP_Man_Dehyd Epimerase Sacchrp_dh_NADP	R03845	K00218
pmm:PMM1361	309	adh_short adh_short_C2 KR GDP_Man_Dehyd Epimerase Sacchrp_dh_NADP	R06286	K00218
pmm:PMM1364	473	Mur_ligase_M Mur_ligase_C	R02783	K01925
pmm:PMM1379	294	Lysine_decarbox LDcluster4	R00182	K06966
pmm:PMM1379	294	Lysine_decarbox LDcluster4	R00510	K06966
pmm:PMM1433	180	Pribosyltran UPRTase PRTase_2	R00966	K02825
pmm:PMM1434	540	Metalloenzyme iPGM_N Phosphodiest PglZ	R01518	K15633
pmm:PMM1445	193	CTP_transf_like	R00137	K00969
pmm:PMM1445	193	CTP_transf_like	R03005	K00969
pmm:PMM1446	565	NAD_synthase CN_hydrolase QueC Asn_synthase	R00257	K01950
pmm:PMM1461	136	QueF QueF_N DUF4812	R07605	K09457
pmm:PMM1465	431	Lyase_1 ADSL_C	R01083	K01756
pmm:PMM1465	431	Lyase_1 ADSL_C	R04559	K01756
pmm:PMM1466	461	Lyase_1 FumaraseC_C	R01082	K01679
pmm:PMM1468	381	Aminotran_1_2 Cys_Met_Meta_PP Aminotran_5 Beta_elim_lyase SepSecS DegT_DnrJ_EryC1 Aminotran_3 Pyridoxal_deC	R03210	K00652
pmm:PMM1468	381	Aminotran_1_2 Cys_Met_Meta_PP Aminotran_5 Beta_elim_lyase SepSecS DegT_DnrJ_EryC1 Aminotran_3 Pyridoxal_deC	R10124	K00652
pmm:PMM1469	238		R09725	K19560
pmm:PMM1470	252	Methyltransf_23 Methyltransf_11 Methyltransf_12 Methyltransf_25 Methyltransf_31 MTS	R09543	K02169
pmm:PMM1471	220	AAA_26	R03182	K01935
pmm:PMM1472	433	Aminotran_3 Ligase_CoA	R03231	K00833
pmm:PMM1488	428	Histidinol_dh DUF3450	R01158	K00013
pmm:PMM1488	428	Histidinol_dh DUF3450	R01163	K00013
pmm:PMM1488	428	Histidinol_dh DUF3450	R03012	K00013
pmm:PMM1489	231	Rib_5-P_isom_A DeoRC	R01056	K01807
pmm:PMM1500	408	Aminotran_1_2	R07613	K10206
pmm:PMM1504	281	PDT ACT	R00691	K04518
pmm:PMM1504	281	PDT ACT	R01373	K04518
pmm:PMM1505	311	Methyltransf_11 Methyltransf_25 Methyltransf_23 Methyltransf_31 CMAS Methyltransf_12 Ubie_methyltran MetW PCMT Methyltransf_32 TehB	R07501	K18534
pmm:PMM1505	311	Methyltransf_11 Methyltransf_25 Methyltransf_23 Methyltransf_31 CMAS Methyltransf_12 Ubie_methyltran MetW PCMT Methyltransf_32 TehB	R10709	K18534
pmm:PMM1505	311	Methyltransf_11 Methyltransf_25 Methyltransf_23 Methyltransf_31 CMAS Methyltransf_12 Ubie_methyltran MetW PCMT Methyltransf_32 TehB	R10710	K18534
pmm:PMM1512	1521	GATase_2 Glu_synthase Glu_syn_central GXGXG FMN_dh	R00021	K00284
pmm:PMM1512	1521	GATase_2 Glu_synthase Glu_syn_central GXGXG FMN_dh	R10086	K00284
pmm:PMM1514	297	Radical_SAM LIAS_N	R07767	K03644
pmm:PMM1514	297	Radical_SAM LIAS_N	R07768	K03644
pmm:PMM1525	606	CbiG_C TP_methylase CbiG_N DUF2529	R05180	K13541
pmm:PMM1525	606	CbiG_C TP_methylase CbiG_N DUF2529	R05809	K13541
pmm:PMM1525	606	CbiG_C TP_methylase CbiG_N DUF2529	R07772	K13541
pmm:PMM1527	395	Ala_racemase_N Ala_racemase_C	R00401	K01775
pmm:PMM1539	184	ADK AAA_17 AAA_18 Thymidylate_kin AAA_33 RuvB_N dNK SKI	R00127	K00939
pmm:PMM1539	184	ADK AAA_17 AAA_18 Thymidylate_kin AAA_33 RuvB_N dNK SKI	R01547	K00939
pmm:PMM1539	184	ADK AAA_17 AAA_18 Thymidylate_kin AAA_33 RuvB_N dNK SKI	R11319	K00939
pmm:PMM1559	156	NdhN CheR_N	R11945	K05585
pmm:PMM1565	279	PDH F420_oxidored Rossmann-like NAD_binding_2 2-Hacid_dh_C HTH_WhiA ApbA UDPG_MGDP_dh_N	R00733	K15226
pmm:PMM1569	382	ThiF Rhodanese Sacchrp_dh_NADP Shikimate_DH PglD_N	R07459	K21147
pmm:PMM1569	382	ThiF Rhodanese Sacchrp_dh_NADP Shikimate_DH PglD_N	R07461	K21147
pmm:PMM1570	386	CobA_CobO_BtuR	R01492	K19221
pmm:PMM1570	386	CobA_CobO_BtuR	R05220	K19221
pmm:PMM1570	386	CobA_CobO_BtuR	R07268	K19221
pmm:PMM1571	274	NAD_synthase Asn_synthase ATP_bind_3 DUF1598 tRNA_Me_trans FeoB_Cyto QueC	R12059	K06864
pmm:PMM1571	274	NAD_synthase Asn_synthase ATP_bind_3 DUF1598 tRNA_Me_trans FeoB_Cyto QueC	R12060	K06864
pmm:PMM1571	274	NAD_synthase Asn_synthase ATP_bind_3 DUF1598 tRNA_Me_trans FeoB_Cyto QueC	R12061	K06864
pmm:PMM1571	274	NAD_synthase Asn_synthase ATP_bind_3 DUF1598 tRNA_Me_trans FeoB_Cyto QueC	R12062	K06864
pmm:PMM1571	274	NAD_synthase Asn_synthase ATP_bind_3 DUF1598 tRNA_Me_trans FeoB_Cyto QueC	R12063	K06864
pmm:PMM1571	274	NAD_synthase Asn_synthase ATP_bind_3 DUF1598 tRNA_Me_trans FeoB_Cyto QueC	R12064	K06864
pmm:PMM1571	274	NAD_synthase Asn_synthase ATP_bind_3 DUF1598 tRNA_Me_trans FeoB_Cyto QueC	R12065	K06864
pmm:PMM1571	274	NAD_synthase Asn_synthase ATP_bind_3 DUF1598 tRNA_Me_trans FeoB_Cyto QueC	R12066	K06864
pmm:PMM1572	142	AdoMet_dc	R00178	K01611
pmm:PMM1575	989	PEPcase PEPcase_2	R00345	K01595
pmm:PMM1577	506	Chorismate_bind Anth_synt_I_N	R00985	K01657
pmm:PMM1577	506	Chorismate_bind Anth_synt_I_N	R00986	K01657
pmm:PMM1582	342	Coprogen_oxidas NOB1_Zn_bind	R03220	K00228
pmm:PMM1589	347	AIRS_C AIRS	R04208	K01933
pmm:PMM1590	510	Pantoate_ligase Cytidylate_kin AAA_18 Cytidylate_kin2 ABC_tran AAA_17 AAA_22 SKI Rad17 AAA_14 NB-ARC dNK AAA_16 AAA_29 PRK AAA TsaE AAA_33 RNA_helicase ADK AAA_30 DUF4355 Viral_helicase1 T2SSE	R00158	K13799
pmm:PMM1590	510	Pantoate_ligase Cytidylate_kin AAA_18 Cytidylate_kin2 ABC_tran AAA_17 AAA_22 SKI Rad17 AAA_14 NB-ARC dNK AAA_16 AAA_29 PRK AAA TsaE AAA_33 RNA_helicase ADK AAA_30 DUF4355 Viral_helicase1 T2SSE	R00512	K13799
pmm:PMM1590	510	Pantoate_ligase Cytidylate_kin AAA_18 Cytidylate_kin2 ABC_tran AAA_17 AAA_22 SKI Rad17 AAA_14 NB-ARC dNK AAA_16 AAA_29 PRK AAA TsaE AAA_33 RNA_helicase ADK AAA_30 DUF4355 Viral_helicase1 T2SSE	R01665	K13799
pmm:PMM1590	510	Pantoate_ligase Cytidylate_kin AAA_18 Cytidylate_kin2 ABC_tran AAA_17 AAA_22 SKI Rad17 AAA_14 NB-ARC dNK AAA_16 AAA_29 PRK AAA TsaE AAA_33 RNA_helicase ADK AAA_30 DUF4355 Viral_helicase1 T2SSE	R02473	K13799
pmm:PMM1592	257	Fe_bilin_red QueF_N	R05819	K05370
pmm:PMM1593	236	Fe_bilin_red	R05818	K05369
pmm:PMM1594	236	Heme_oxygenase	R11579	K21480
pmm:PMM1596	474	Iso_dh	R00267	K00031
pmm:PMM1596	474	Iso_dh	R00268	K00031
pmm:PMM1596	474	Iso_dh	R01899	K00031
pmm:PMM1601	848	Phosphorylase	R02111	K00688
pmm:PMM1606	631	SIS GATase_6 GATase_7 GATase_4	R00768	K00820
pmm:PMM1608	80	PP-binding PP-binding_2 Ribosomal_L12_N DUF1896	R12049	K02078
pmm:PMM1609	414	ketoacyl-synt Ketoacyl-synt_C Thiolase_N VRR_NUC	R04355	K09458
pmm:PMM1609	414	ketoacyl-synt Ketoacyl-synt_C Thiolase_N VRR_NUC	R04726	K09458
pmm:PMM1609	414	ketoacyl-synt Ketoacyl-synt_C Thiolase_N VRR_NUC	R04952	K09458
pmm:PMM1609	414	ketoacyl-synt Ketoacyl-synt_C Thiolase_N VRR_NUC	R04957	K09458
pmm:PMM1609	414	ketoacyl-synt Ketoacyl-synt_C Thiolase_N VRR_NUC	R04960	K09458
pmm:PMM1609	414	ketoacyl-synt Ketoacyl-synt_C Thiolase_N VRR_NUC	R04963	K09458
pmm:PMM1609	414	ketoacyl-synt Ketoacyl-synt_C Thiolase_N VRR_NUC	R04968	K09458
pmm:PMM1609	414	ketoacyl-synt Ketoacyl-synt_C Thiolase_N VRR_NUC	R07762	K09458
pmm:PMM1609	414	ketoacyl-synt Ketoacyl-synt_C Thiolase_N VRR_NUC	R10115	K09458
pmm:PMM1609	414	ketoacyl-synt Ketoacyl-synt_C Thiolase_N VRR_NUC	R10119	K09458
pmm:PMM1610	668	Transketolase_N Transket_pyr Transketolase_C DXP_synthase_N E1_dh	R01067	K00615
pmm:PMM1610	668	Transketolase_N Transket_pyr Transketolase_C DXP_synthase_N E1_dh	R01641	K00615
pmm:PMM1610	668	Transketolase_N Transket_pyr Transketolase_C DXP_synthase_N E1_dh	R01830	K00615
pmm:PMM1610	668	Transketolase_N Transket_pyr Transketolase_C DXP_synthase_N E1_dh	R06590	K00615
pmm:PMM1611	456	ThiC_Rad_SAM PcrB	R03472	K03147
pmm:PMM1618	512	tRNA-synt_2 tRNA_anti-codon tRNA-synt_2d HECW_N Fer4_12	R03658	K04567
pmm:PMM1625	472	AdoHcyase AdoHcyase_NAD 2-Hacid_dh_C IlvN THF_DHG_CYH_C NAD_binding_7 ELFV_dehydrog AlaDh_PNT_C	R00192	K01251
pmm:PMM1625	472	AdoHcyase AdoHcyase_NAD 2-Hacid_dh_C IlvN THF_DHG_CYH_C NAD_binding_7 ELFV_dehydrog AlaDh_PNT_C	R04936	K01251
pmm:PMM1627	332	PfkB DUF4434	R00760	K00847
pmm:PMM1627	332	PfkB DUF4434	R00867	K00847
pmm:PMM1627	332	PfkB DUF4434	R03920	K00847
pmm:PMM1635	299	IPPT IPT 6PF2K Cytidylate_kin AAA_18 Hydin_ADK	R01122	K00791
pmm:PMM1638	244	Hexapep SATase_N Hexapep_2 CdvA	R00586	K00640
pmm:PMM1643	158	DMRL_synthase	R04457	K00794
pmm:PMM1646	207	CbiC	R05177	K06042
pmm:PMM1646	207	CbiC	R05814	K06042
pmm:PMM1648	586	AA_kinase ACT_7 ACT ACT_6 MucBP_2 eIF-5a	R00480	K00928
pmm:PMM1651	336	ATP_bind_3 PAPS_reduct	R09597	K04075
pmm:PMM1653	302	DHDPS	R10147	K01714
pmm:PMM1654	343	Semialdhyde_dhC Semialdhyde_dh Ldh_1_N DapB_N DXP_reductoisom	R02291	K00133
pmm:PMM1659	433	Glyco_tranf_2_3 Glycos_transf_2 Glyco_trans_2_3 Glyco_transf_21 Glyco_tranf_2_4 Glyco_tranf_2_2 Cellulose_synt	R02689	K19003
pmm:PMM1664	265	ThiG NanE His_biosynth Dus IMPDH DUF561 FMN_dh	R10247	K03149
pmm:PMM1665	397	Epimerase GDP_Man_Dehyd Polysacc_synt_2 3Beta_HSD UDPG_MGDP_dh_N	R05775	K06118
pmm:PMM1668	969	GDC-P Aminotran_5 Cys_Met_Meta_PP Beta_elim_lyase	R01221	K00281
pmm:PMM1668	969	GDC-P Aminotran_5 Cys_Met_Meta_PP Beta_elim_lyase	R03425	K00281
pmm:PMM1669	129	GCV_H Biotin_lipoyl RnfC_N ATP-synt_ab_Xtn	R01221	K02437
pmm:PMM1675	654	GIDA GIDA_assoc Pyr_redox_2 FAD_oxidored FAD_binding_2 AlaDh_PNT_C Pyr_redox HI0933_like	R08701	K03495
pmm:PMM1676	214	DUF98	R01302	K03181
pmm:PMM1679	443	DNA_ligase_A_M DNA_ligase_OB_2 RNA_ligase DNA_ligase_A_C YvfG	R00381	K10747
pmm:PMM1679	443	DNA_ligase_A_M DNA_ligase_OB_2 RNA_ligase DNA_ligase_A_C YvfG	R00382	K10747
pmm:PMM1679	443	DNA_ligase_A_M DNA_ligase_OB_2 RNA_ligase DNA_ligase_A_C YvfG	R10822	K10747
pmm:PMM1679	443	DNA_ligase_A_M DNA_ligase_OB_2 RNA_ligase DNA_ligase_A_C YvfG	R10823	K10747
pmm:PMM1682	918	tRNA-synt_1 Anticodon_1 tRNA-synt_1g Val_tRNA-synt_C tRNA-synt_1_2 tRNA-synt_1e	R03665	K01873
pmm:PMM1684	284	MazG PRA-PH MazG-like	R00426	K02428
pmm:PMM1684	284	MazG PRA-PH MazG-like	R00720	K02428
pmm:PMM1684	284	MazG PRA-PH MazG-like	R01855	K02428
pmm:PMM1684	284	MazG PRA-PH MazG-like	R02100	K02428
pmm:PMM1684	284	MazG PRA-PH MazG-like	R02720	K02428
pmm:PMM1684	284	MazG PRA-PH MazG-like	R03531	K02428
pmm:PMM1685	283	Spermine_synth Spermine_synt_N Methyltransf_30 Methyltransf_25 Methyltransf_12 Methyltransf_31 Methyltransf_11 RrnaAD Methyltransf_3 Cons_hypoth95 MTS	R01920	K00797
pmm:PMM1685	283	Spermine_synth Spermine_synt_N Methyltransf_30 Methyltransf_25 Methyltransf_12 Methyltransf_31 Methyltransf_11 RrnaAD Methyltransf_3 Cons_hypoth95 MTS	R02869	K00797
pmm:PMM1685	283	Spermine_synth Spermine_synt_N Methyltransf_30 Methyltransf_25 Methyltransf_12 Methyltransf_31 Methyltransf_11 RrnaAD Methyltransf_3 Cons_hypoth95 MTS	R08359	K00797
pmm:PMM1686	294	Arginase	R01157	K01480
pmm:PMM1687	370	GCV_T GCV_T_C POPLD	R01221	K00605
pmm:PMM1687	370	GCV_T GCV_T_C POPLD	R02300	K00605
pmm:PMM1687	370	GCV_T GCV_T_C POPLD	R04125	K00605
pmm:PMM1688	598	tRNA-synt_2 tRNA_anti-codon GAD tRNA-synt_2b	R05577	K01876
pmm:PMM1689	536	CTP_synth_N GATase Peptidase_C26 CbiA EIIBC-GUT_N	R00571	K01937
pmm:PMM1689	536	CTP_synth_N GATase Peptidase_C26 CbiA EIIBC-GUT_N	R00573	K01937
pmm:PMM1690	223	Fer4_14 Radical_SAM Fer4_12 Ribosomal_L11_N COX16	R10002	K10026
pmm:PMM1691	224	QueC Asn_synthase NAD_synthase ATP_bind_3	R09978	K06920
pmm:PMM1692	439	Chorismate_bind Anth_synt_I_N Streptin-Immun	R01716	K01665
pmm:PMM1694	261	TP_methylase	R03194	K02303
pmm:PMM1698	149	CTP_transf_1 DnaJ-X	R10659	K18678
pmm:PMM1699	355	DAHP_synth_1	R01826	K01626
pmm:PMM1700	857	Aconitase_2_N Aconitase_B_N Aconitase DUF521 Ketoacyl-synt_C	R01324	K01682
